rate_date	base_currency	quote_currency	spot_rate	bid_rate	ask_rate	central_bank_fixing
2025-07-27	USD	AUD	1.5008	1.4998	1.5018	1.5008
2025-07-27	USD	CHF	0.8953	0.8948	0.8958	0.8953
2025-07-27	USD	SGD	1.3729	1.3723	1.3735	1.3729
2025-07-28	USD	EUR	0.9422	0.9418	0.9426	0.9422
2025-07-28	USD	GBP	0.7713	0.7708	0.7718	0.7713
2025-07-28	USD	INR	82.1676	82.1176	82.2176	82.1676
2025-07-28	USD	JPY	144.5386	144.3886	144.6886	144.5386
2025-07-28	USD	CAD	1.3713	1.3705	1.3721	1.3713
2025-07-28	USD	AUD	1.4958	1.4948	1.4968	1.4958
2025-07-28	USD	CHF	0.8837	0.8832	0.8842	0.8837
2025-07-28	USD	SGD	1.35	1.3494	1.3506	1.35
2025-07-29	USD	EUR	0.9021	0.9017	0.9025	0.9021
2025-07-29	USD	GBP	0.7693	0.7688	0.7698	0.7693
2025-07-29	USD	INR	80.7576	80.7076	80.8076	80.7576
2025-07-29	USD	JPY	148.1494	147.9994	148.2994	148.1494
2025-07-29	USD	CAD	1.3279	1.3271	1.3287	1.3279
2025-07-29	USD	AUD	1.51	1.509	1.511	1.51
2025-07-29	USD	CHF	0.9058	0.9053	0.9063	0.9058
2025-07-29	USD	SGD	1.3556	1.355	1.3562	1.3556
2025-07-30	USD	EUR	0.9472	0.9468	0.9476	0.9472
2025-07-30	USD	GBP	0.8071	0.8066	0.8076	0.8071
2025-07-30	USD	INR	83.9176	83.8676	83.9676	83.9176
2025-07-30	USD	JPY	143.5282	143.3782	143.6782	143.5282
2025-07-30	USD	CAD	1.3105	1.3097	1.3113	1.3105
2025-07-30	USD	AUD	1.483	1.482	1.484	1.483
2025-07-30	USD	CHF	0.8606	0.8601	0.8611	0.8606
2025-07-30	USD	SGD	1.3747	1.3741	1.3753	1.3747
2025-07-31	USD	EUR	0.9191	0.9187	0.9195	0.9191
2025-07-31	USD	GBP	0.7994	0.7989	0.7999	0.7994
2025-07-31	USD	INR	82.6075	82.5575	82.6575	82.6075
2025-07-31	USD	JPY	140.2186	140.0686	140.3686	140.2186
2025-07-31	USD	CAD	1.346	1.3452	1.3468	1.346
2025-07-31	USD	AUD	1.4929	1.4919	1.4939	1.4929
2025-07-31	USD	CHF	0.8956	0.8951	0.8961	0.8956
2025-07-31	USD	SGD	1.3051	1.3045	1.3057	1.3051
2025-08-01	USD	EUR	0.8971	0.8967	0.8975	0.8971
2025-08-01	USD	GBP	0.7654	0.7649	0.7659	0.7654
2025-08-01	USD	INR	82.2384	82.1884	82.2884	82.2384
2025-08-01	USD	JPY	148.1162	147.9662	148.2662	148.1162
2025-08-01	USD	CAD	1.3181	1.3173	1.3189	1.3181
2025-08-01	USD	AUD	1.556	1.555	1.557	1.556
2025-08-01	USD	CHF	0.8674	0.8669	0.8679	0.8674
2025-08-01	USD	SGD	1.3431	1.3425	1.3437	1.3431
2025-08-02	USD	EUR	0.9111	0.9107	0.9115	0.9111
2025-08-02	USD	GBP	0.7874	0.7869	0.7879	0.7874
2025-08-02	USD	INR	83.239	83.189	83.289	83.239
2025-08-02	USD	JPY	143.2452	143.0952	143.3952	143.2452
2025-08-02	USD	CAD	1.321	1.3202	1.3218	1.321
2025-08-02	USD	AUD	1.5248	1.5238	1.5258	1.5248
2025-08-02	USD	CHF	0.8758	0.8753	0.8763	0.8758
2025-08-02	USD	SGD	1.3173	1.3167	1.3179	1.3173
2025-08-03	USD	EUR	0.9162	0.9158	0.9166	0.9162
2025-08-03	USD	GBP	0.8028	0.8023	0.8033	0.8028
2025-08-03	USD	INR	85.2256	85.1756	85.2756	85.2256
2025-08-03	USD	JPY	140.2866	140.1366	140.4366	140.2866
2025-08-03	USD	CAD	1.3405	1.3397	1.3413	1.3405
2025-08-03	USD	AUD	1.4962	1.4952	1.4972	1.4962
2025-08-03	USD	CHF	0.8968	0.8963	0.8973	0.8968
2025-08-03	USD	SGD	1.3498	1.3492	1.3504	1.3498
2025-08-04	USD	EUR	0.908	0.9076	0.9084	0.908
2025-08-04	USD	GBP	0.8082	0.8077	0.8087	0.8082
2025-08-04	USD	INR	82.8814	82.8314	82.9314	82.8814
2025-08-04	USD	JPY	146.1961	146.0461	146.3461	146.1961
2025-08-04	USD	CAD	1.319	1.3182	1.3198	1.319
2025-08-04	USD	AUD	1.5642	1.5632	1.5652	1.5642
2025-08-04	USD	CHF	0.8887	0.8882	0.8892	0.8887
2025-08-04	USD	SGD	1.3674	1.3668	1.368	1.3674
2025-08-05	USD	EUR	0.898	0.8976	0.8984	0.898
2025-08-05	USD	GBP	0.8057	0.8052	0.8062	0.8057
2025-08-05	USD	INR	84.3001	84.2501	84.3501	84.3001
2025-08-05	USD	JPY	146.6504	146.5004	146.8004	146.6504
2025-08-05	USD	CAD	1.3307	1.3299	1.3315	1.3307
2025-08-05	USD	AUD	1.4805	1.4795	1.4815	1.4805
2025-08-05	USD	CHF	0.8549	0.8544	0.8554	0.8549
2025-08-05	USD	SGD	1.3309	1.3303	1.3315	1.3309
2025-08-06	USD	EUR	0.9088	0.9084	0.9092	0.9088
2025-08-06	USD	GBP	0.7659	0.7654	0.7664	0.7659
2025-08-06	USD	INR	83.266	83.216	83.316	83.266
2025-08-06	USD	JPY	144.915	144.765	145.065	144.915
2025-08-06	USD	CAD	1.3137	1.3129	1.3145	1.3137
2025-08-06	USD	AUD	1.4761	1.4751	1.4771	1.4761
2025-08-06	USD	CHF	0.8813	0.8808	0.8818	0.8813
2025-08-06	USD	SGD	1.3701	1.3695	1.3707	1.3701
2025-08-07	USD	EUR	0.9247	0.9243	0.9251	0.9247
2025-08-07	USD	GBP	0.8068	0.8063	0.8073	0.8068
2025-08-07	USD	INR	81.5901	81.5401	81.6401	81.5901
2025-08-07	USD	JPY	145.2038	145.0538	145.3538	145.2038
2025-08-07	USD	CAD	1.3628	1.362	1.3636	1.3628
2025-08-07	USD	AUD	1.4949	1.4939	1.4959	1.4949
2025-08-07	USD	CHF	0.8693	0.8688	0.8698	0.8693
2025-08-07	USD	SGD	1.3145	1.3139	1.3151	1.3145
2025-08-08	USD	EUR	0.931	0.9306	0.9314	0.931
2025-08-08	USD	GBP	0.7786	0.7781	0.7791	0.7786
2025-08-08	USD	INR	85.3576	85.3076	85.4076	85.3576
2025-08-08	USD	JPY	147.5161	147.3661	147.6661	147.5161
2025-08-08	USD	CAD	1.3122	1.3114	1.313	1.3122
2025-08-08	USD	AUD	1.5592	1.5582	1.5602	1.5592
2025-08-08	USD	CHF	0.8543	0.8538	0.8548	0.8543
2025-08-08	USD	SGD	1.3713	1.3707	1.3719	1.3713
2025-08-09	USD	EUR	0.9349	0.9345	0.9353	0.9349
2025-08-09	USD	GBP	0.7739	0.7734	0.7744	0.7739
2025-08-09	USD	INR	84.2961	84.2461	84.3461	84.2961
2025-08-09	USD	JPY	147.3717	147.2217	147.5217	147.3717
2025-08-09	USD	CAD	1.3851	1.3843	1.3859	1.3851
2025-08-09	USD	AUD	1.5106	1.5096	1.5116	1.5106
2025-08-09	USD	CHF	0.9027	0.9022	0.9032	0.9027
2025-08-09	USD	SGD	1.3799	1.3793	1.3805	1.3799
2025-08-10	USD	EUR	0.9197	0.9193	0.9201	0.9197
2025-08-10	USD	GBP	0.7769	0.7764	0.7774	0.7769
2025-08-10	USD	INR	82.8165	82.7665	82.8665	82.8165
2025-08-10	USD	JPY	142.0784	141.9284	142.2284	142.0784
2025-08-10	USD	CAD	1.3497	1.3489	1.3505	1.3497
2025-08-10	USD	AUD	1.5531	1.5521	1.5541	1.5531
2025-08-10	USD	CHF	0.8727	0.8722	0.8732	0.8727
2025-08-10	USD	SGD	1.318	1.3174	1.3186	1.318
2025-08-11	USD	EUR	0.9416	0.9412	0.942	0.9416
2025-08-11	USD	GBP	0.7809	0.7804	0.7814	0.7809
2025-08-11	USD	INR	83.6361	83.5861	83.6861	83.6361
2025-08-11	USD	JPY	140.3621	140.2121	140.5121	140.3621
2025-08-11	USD	CAD	1.3268	1.326	1.3276	1.3268
2025-08-11	USD	AUD	1.4963	1.4953	1.4973	1.4963
2025-08-11	USD	CHF	0.8649	0.8644	0.8654	0.8649
2025-08-11	USD	SGD	1.3029	1.3023	1.3035	1.3029
2025-08-12	USD	EUR	0.9035	0.9031	0.9039	0.9035
2025-08-12	USD	GBP	0.8008	0.8003	0.8013	0.8008
2025-08-12	USD	INR	85.1341	85.0841	85.1841	85.1341
2025-08-12	USD	JPY	142.7559	142.6059	142.9059	142.7559
2025-08-12	USD	CAD	1.3797	1.3789	1.3805	1.3797
2025-08-12	USD	AUD	1.5626	1.5616	1.5636	1.5626
2025-08-12	USD	CHF	0.868	0.8675	0.8685	0.868
2025-08-12	USD	SGD	1.3204	1.3198	1.321	1.3204
2025-08-13	USD	EUR	0.9405	0.9401	0.9409	0.9405
2025-08-13	USD	GBP	0.7819	0.7814	0.7824	0.7819
2025-08-13	USD	INR	81.1647	81.1147	81.2147	81.1647
2025-08-13	USD	JPY	144.654	144.504	144.804	144.654
2025-08-13	USD	CAD	1.3481	1.3473	1.3489	1.3481
2025-08-13	USD	AUD	1.5318	1.5308	1.5328	1.5318
2025-08-13	USD	CHF	0.8799	0.8794	0.8804	0.8799
2025-08-13	USD	SGD	1.3146	1.314	1.3152	1.3146
2025-08-14	USD	EUR	0.8972	0.8968	0.8976	0.8972
2025-08-14	USD	GBP	0.769	0.7685	0.7695	0.769
2025-08-14	USD	INR	83.2168	83.1668	83.2668	83.2168
2025-08-14	USD	JPY	144.6123	144.4623	144.7623	144.6123
2025-08-14	USD	CAD	1.3157	1.3149	1.3165	1.3157
2025-08-14	USD	AUD	1.5163	1.5153	1.5173	1.5163
2025-08-14	USD	CHF	0.8724	0.8719	0.8729	0.8724
2025-08-14	USD	SGD	1.3453	1.3447	1.3459	1.3453
2025-08-15	USD	EUR	0.9194	0.919	0.9198	0.9194
2025-08-15	USD	GBP	0.7794	0.7789	0.7799	0.7794
2025-08-15	USD	INR	85.4024	85.3524	85.4524	85.4024
2025-08-15	USD	JPY	146.4707	146.3207	146.6207	146.4707
2025-08-15	USD	CAD	1.3896	1.3888	1.3904	1.3896
2025-08-15	USD	AUD	1.5163	1.5153	1.5173	1.5163
2025-08-15	USD	CHF	0.8655	0.865	0.866	0.8655
2025-08-15	USD	SGD	1.352	1.3514	1.3526	1.352
2025-08-16	USD	EUR	0.8969	0.8965	0.8973	0.8969
2025-08-16	USD	GBP	0.7914	0.7909	0.7919	0.7914
2025-08-16	USD	INR	84.4656	84.4156	84.5156	84.4656
2025-08-16	USD	JPY	148.0142	147.8642	148.1642	148.0142
2025-08-16	USD	CAD	1.3339	1.3331	1.3347	1.3339
2025-08-16	USD	AUD	1.5288	1.5278	1.5298	1.5288
2025-08-16	USD	CHF	0.8869	0.8864	0.8874	0.8869
2025-08-16	USD	SGD	1.3465	1.3459	1.3471	1.3465
2025-08-17	USD	EUR	0.905	0.9046	0.9054	0.905
2025-08-17	USD	GBP	0.7841	0.7836	0.7846	0.7841
2025-08-17	USD	INR	80.6697	80.6197	80.7197	80.6697
2025-08-17	USD	JPY	144.8111	144.6611	144.9611	144.8111
2025-08-17	USD	CAD	1.3512	1.3504	1.352	1.3512
2025-08-17	USD	AUD	1.5626	1.5616	1.5636	1.5626
2025-08-17	USD	CHF	0.8921	0.8916	0.8926	0.8921
2025-08-17	USD	SGD	1.3773	1.3767	1.3779	1.3773
2025-08-18	USD	EUR	0.9282	0.9278	0.9286	0.9282
2025-08-18	USD	GBP	0.7756	0.7751	0.7761	0.7756
2025-08-18	USD	INR	84.8559	84.8059	84.9059	84.8559
2025-08-18	USD	JPY	140.586	140.436	140.736	140.586
2025-08-18	USD	CAD	1.312	1.3112	1.3128	1.312
2025-08-18	USD	AUD	1.5229	1.5219	1.5239	1.5229
2025-08-18	USD	CHF	0.8921	0.8916	0.8926	0.8921
2025-08-18	USD	SGD	1.303	1.3024	1.3036	1.303
2025-08-19	USD	EUR	0.9471	0.9467	0.9475	0.9471
2025-08-19	USD	GBP	0.7684	0.7679	0.7689	0.7684
2025-08-19	USD	INR	85.2519	85.2019	85.3019	85.2519
2025-08-19	USD	JPY	147.6248	147.4748	147.7748	147.6248
2025-08-19	USD	CAD	1.3355	1.3347	1.3363	1.3355
2025-08-19	USD	AUD	1.5091	1.5081	1.5101	1.5091
2025-08-19	USD	CHF	0.8846	0.8841	0.8851	0.8846
2025-08-19	USD	SGD	1.3709	1.3703	1.3715	1.3709
2025-08-20	USD	EUR	0.9397	0.9393	0.9401	0.9397
2025-08-20	USD	GBP	0.7644	0.7639	0.7649	0.7644
2025-08-20	USD	INR	81.2509	81.2009	81.3009	81.2509
2025-08-20	USD	JPY	142.7587	142.6087	142.9087	142.7587
2025-08-20	USD	CAD	1.3501	1.3493	1.3509	1.3501
2025-08-20	USD	AUD	1.5235	1.5225	1.5245	1.5235
2025-08-20	USD	CHF	0.8667	0.8662	0.8672	0.8667
2025-08-20	USD	SGD	1.3252	1.3246	1.3258	1.3252
2025-08-21	USD	EUR	0.924	0.9236	0.9244	0.924
2025-08-21	USD	GBP	0.7706	0.7701	0.7711	0.7706
2025-08-21	USD	INR	85.534	85.484	85.584	85.534
2025-08-21	USD	JPY	141.8955	141.7455	142.0455	141.8955
2025-08-21	USD	CAD	1.3739	1.3731	1.3747	1.3739
2025-08-21	USD	AUD	1.5528	1.5518	1.5538	1.5528
2025-08-21	USD	CHF	0.8765	0.876	0.877	0.8765
2025-08-21	USD	SGD	1.3623	1.3617	1.3629	1.3623
2025-08-22	USD	EUR	0.9247	0.9243	0.9251	0.9247
2025-08-22	USD	GBP	0.7849	0.7844	0.7854	0.7849
2025-08-22	USD	INR	83.8899	83.8399	83.9399	83.8899
2025-08-22	USD	JPY	141.7743	141.6243	141.9243	141.7743
2025-08-22	USD	CAD	1.3308	1.33	1.3316	1.3308
2025-08-22	USD	AUD	1.5289	1.5279	1.5299	1.5289
2025-08-22	USD	CHF	0.8564	0.8559	0.8569	0.8564
2025-08-22	USD	SGD	1.3614	1.3608	1.362	1.3614
2025-08-23	USD	EUR	0.9262	0.9258	0.9266	0.9262
2025-08-23	USD	GBP	0.7617	0.7612	0.7622	0.7617
2025-08-23	USD	INR	82.1792	82.1292	82.2292	82.1792
2025-08-23	USD	JPY	142.0512	141.9012	142.2012	142.0512
2025-08-23	USD	CAD	1.3579	1.3571	1.3587	1.3579
2025-08-23	USD	AUD	1.5142	1.5132	1.5152	1.5142
2025-08-23	USD	CHF	0.8624	0.8619	0.8629	0.8624
2025-08-23	USD	SGD	1.3506	1.35	1.3512	1.3506
2025-08-24	USD	EUR	0.9255	0.9251	0.9259	0.9255
2025-08-24	USD	GBP	0.7732	0.7727	0.7737	0.7732
2025-08-24	USD	INR	83.5537	83.5037	83.6037	83.5537
2025-08-24	USD	JPY	144.9534	144.8034	145.1034	144.9534
2025-08-24	USD	CAD	1.3661	1.3653	1.3669	1.3661
2025-08-24	USD	AUD	1.5241	1.5231	1.5251	1.5241
2025-08-24	USD	CHF	0.9038	0.9033	0.9043	0.9038
2025-08-24	USD	SGD	1.3762	1.3756	1.3768	1.3762
2025-08-25	USD	EUR	0.8933	0.8929	0.8937	0.8933
2025-08-25	USD	GBP	0.8075	0.807	0.808	0.8075
2025-08-25	USD	INR	84.8005	84.7505	84.8505	84.8005
2025-08-25	USD	JPY	146.4663	146.3163	146.6163	146.4663
2025-08-25	USD	CAD	1.3252	1.3244	1.326	1.3252
2025-08-25	USD	AUD	1.5575	1.5565	1.5585	1.5575
2025-08-25	USD	CHF	0.8643	0.8638	0.8648	0.8643
2025-08-25	USD	SGD	1.3455	1.3449	1.3461	1.3455
2025-08-26	USD	EUR	0.9126	0.9122	0.913	0.9126
2025-08-26	USD	GBP	0.8083	0.8078	0.8088	0.8083
2025-08-26	USD	INR	83.322	83.272	83.372	83.322
2025-08-26	USD	JPY	143.8265	143.6765	143.9765	143.8265
2025-08-26	USD	CAD	1.3208	1.32	1.3216	1.3208
2025-08-26	USD	AUD	1.5157	1.5147	1.5167	1.5157
2025-08-26	USD	CHF	0.9061	0.9056	0.9066	0.9061
2025-08-26	USD	SGD	1.3314	1.3308	1.332	1.3314
2025-08-27	USD	EUR	0.9236	0.9232	0.924	0.9236
2025-08-27	USD	GBP	0.7738	0.7733	0.7743	0.7738
2025-08-27	USD	INR	82.1854	82.1354	82.2354	82.1854
2025-08-27	USD	JPY	148.3316	148.1816	148.4816	148.3316
2025-08-27	USD	CAD	1.3155	1.3147	1.3163	1.3155
2025-08-27	USD	AUD	1.5374	1.5364	1.5384	1.5374
2025-08-27	USD	CHF	0.9008	0.9003	0.9013	0.9008
2025-08-27	USD	SGD	1.3056	1.305	1.3062	1.3056
2025-08-28	USD	EUR	0.9078	0.9074	0.9082	0.9078
2025-08-28	USD	GBP	0.7833	0.7828	0.7838	0.7833
2025-08-28	USD	INR	85.1066	85.0566	85.1566	85.1066
2025-08-28	USD	JPY	142.3457	142.1957	142.4957	142.3457
2025-08-28	USD	CAD	1.3678	1.367	1.3686	1.3678
2025-08-28	USD	AUD	1.55	1.549	1.551	1.55
2025-08-28	USD	CHF	0.8677	0.8672	0.8682	0.8677
2025-08-28	USD	SGD	1.3518	1.3512	1.3524	1.3518
2025-08-29	USD	EUR	0.8927	0.8923	0.8931	0.8927
2025-08-29	USD	GBP	0.7701	0.7696	0.7706	0.7701
2025-08-29	USD	INR	82.3262	82.2762	82.3762	82.3262
2025-08-29	USD	JPY	144.4873	144.3373	144.6373	144.4873
2025-08-29	USD	CAD	1.3532	1.3524	1.354	1.3532
2025-08-29	USD	AUD	1.5394	1.5384	1.5404	1.5394
2025-08-29	USD	CHF	0.8781	0.8776	0.8786	0.8781
2025-08-29	USD	SGD	1.3383	1.3377	1.3389	1.3383
2025-08-30	USD	EUR	0.896	0.8956	0.8964	0.896
2025-08-30	USD	GBP	0.7623	0.7618	0.7628	0.7623
2025-08-30	USD	INR	85.2035	85.1535	85.2535	85.2035
2025-08-30	USD	JPY	141.2732	141.1232	141.4232	141.2732
2025-08-30	USD	CAD	1.3612	1.3604	1.362	1.3612
2025-08-30	USD	AUD	1.5309	1.5299	1.5319	1.5309
2025-08-30	USD	CHF	0.9034	0.9029	0.9039	0.9034
2025-08-30	USD	SGD	1.3339	1.3333	1.3345	1.3339
2025-08-31	USD	EUR	0.9155	0.9151	0.9159	0.9155
2025-08-31	USD	GBP	0.7791	0.7786	0.7796	0.7791
2025-08-31	USD	INR	83.1616	83.1116	83.2116	83.1616
2025-08-31	USD	JPY	140.797	140.647	140.947	140.797
2025-08-31	USD	CAD	1.3182	1.3174	1.319	1.3182
2025-08-31	USD	AUD	1.5352	1.5342	1.5362	1.5352
2025-08-31	USD	CHF	0.8701	0.8696	0.8706	0.8701
2025-08-31	USD	SGD	1.3308	1.3302	1.3314	1.3308
2025-09-01	USD	EUR	0.927	0.9266	0.9274	0.927
2025-09-01	USD	GBP	0.788	0.7875	0.7885	0.788
2025-09-01	USD	INR	85.2018	85.1518	85.2518	85.2018
2025-09-01	USD	JPY	146.5444	146.3944	146.6944	146.5444
2025-09-01	USD	CAD	1.3777	1.3769	1.3785	1.3777
2025-09-01	USD	AUD	1.5395	1.5385	1.5405	1.5395
2025-09-01	USD	CHF	0.8873	0.8868	0.8878	0.8873
2025-09-01	USD	SGD	1.32	1.3194	1.3206	1.32
2025-09-02	USD	EUR	0.9449	0.9445	0.9453	0.9449
2025-09-02	USD	GBP	0.7703	0.7698	0.7708	0.7703
2025-09-02	USD	INR	83.2689	83.2189	83.3189	83.2689
2025-09-02	USD	JPY	145.074	144.924	145.224	145.074
2025-09-02	USD	CAD	1.3613	1.3605	1.3621	1.3613
2025-09-02	USD	AUD	1.5349	1.5339	1.5359	1.5349
2025-09-02	USD	CHF	0.8759	0.8754	0.8764	0.8759
2025-09-02	USD	SGD	1.3386	1.338	1.3392	1.3386
2025-09-03	USD	EUR	0.9384	0.938	0.9388	0.9384
2025-09-03	USD	GBP	0.7897	0.7892	0.7902	0.7897
2025-09-03	USD	INR	80.8115	80.7615	80.8615	80.8115
2025-09-03	USD	JPY	147.3892	147.2392	147.5392	147.3892
2025-09-03	USD	CAD	1.3618	1.361	1.3626	1.3618
2025-09-03	USD	AUD	1.5621	1.5611	1.5631	1.5621
2025-09-03	USD	CHF	0.8966	0.8961	0.8971	0.8966
2025-09-03	USD	SGD	1.3139	1.3133	1.3145	1.3139
2025-09-04	USD	EUR	0.8926	0.8922	0.893	0.8926
2025-09-04	USD	GBP	0.7789	0.7784	0.7794	0.7789
2025-09-04	USD	INR	81.5894	81.5394	81.6394	81.5894
2025-09-04	USD	JPY	145.6435	145.4935	145.7935	145.6435
2025-09-04	USD	CAD	1.3471	1.3463	1.3479	1.3471
2025-09-04	USD	AUD	1.5376	1.5366	1.5386	1.5376
2025-09-04	USD	CHF	0.9061	0.9056	0.9066	0.9061
2025-09-04	USD	SGD	1.347	1.3464	1.3476	1.347
2025-09-05	USD	EUR	0.9272	0.9268	0.9276	0.9272
2025-09-05	USD	GBP	0.8042	0.8037	0.8047	0.8042
2025-09-05	USD	INR	80.9215	80.8715	80.9715	80.9215
2025-09-05	USD	JPY	145.1987	145.0487	145.3487	145.1987
2025-09-05	USD	CAD	1.336	1.3352	1.3368	1.336
2025-09-05	USD	AUD	1.4786	1.4776	1.4796	1.4786
2025-09-05	USD	CHF	0.8857	0.8852	0.8862	0.8857
2025-09-05	USD	SGD	1.3474	1.3468	1.348	1.3474
2025-09-06	USD	EUR	0.9356	0.9352	0.936	0.9356
2025-09-06	USD	GBP	0.7981	0.7976	0.7986	0.7981
2025-09-06	USD	INR	80.9269	80.8769	80.9769	80.9269
2025-09-06	USD	JPY	146.492	146.342	146.642	146.492
2025-09-06	USD	CAD	1.3777	1.3769	1.3785	1.3777
2025-09-06	USD	AUD	1.5588	1.5578	1.5598	1.5588
2025-09-06	USD	CHF	0.8967	0.8962	0.8972	0.8967
2025-09-06	USD	SGD	1.344	1.3434	1.3446	1.344
2025-09-07	USD	EUR	0.9004	0.9	0.9008	0.9004
2025-09-07	USD	GBP	0.7906	0.7901	0.7911	0.7906
2025-09-07	USD	INR	80.7197	80.6697	80.7697	80.7197
2025-09-07	USD	JPY	143.9011	143.7511	144.0511	143.9011
2025-09-07	USD	CAD	1.3419	1.3411	1.3427	1.3419
2025-09-07	USD	AUD	1.5328	1.5318	1.5338	1.5328
2025-09-07	USD	CHF	0.8686	0.8681	0.8691	0.8686
2025-09-07	USD	SGD	1.3782	1.3776	1.3788	1.3782
